publication_id	publication	time	time_slice_id	type	subfield_id	subdomain_id
11240	ROBINS_2007_S_173	2007	3	ARTICLE	2	2
11241	ROBINS_2007_S_192	2007	3	ARTICLE	2	2
11242	ROBKEN_2007_H_99	2007	3	ARTICLE	3	0
11243	RODENBUR_2007_E_197	2007	3	ARTICLE	4	4
11244	RODRIGO_2007_C_329	2007	3	ARTICLE	4	4
11245	RODRIGUE_2007_E_136	2007	3	ARTICLE	3	1
11246	RODRIGUE_2007_J_235	2007	3	ARTICLE	1	3
11247	ROEMER_2007_J_185	2007	3	ARTICLE	4	4
11248	ROHDE_2007_B_81	2007	3	ARTICLE	1	0
11249	ROIBAS_2007_INTERNATIONAL_12	2007	3	CHAPTER	0	-1
11250	RONG_2007_P_10.1103/PhysRevE.76.027101	2007	3	ARTICLE	2	3
11251	ROSA_2007_C_2982	2007	3	ARTICLE	4	4
11252	ROSENBAU_2007_J_43	2007	3	ARTICLE	4	4
11253	ROSENBLU_2007_I_40	2007	3	ARTICLE	0	1
11254	ROSSIER_2007_R_230	2007	3	ARTICLE	4	2
11255	ROSS_2007_J_108	2007	3	ARTICLE	1	0
11256	ROSVALL_2007_I_2509	2007	3	ARTICLE	2	1
11257	ROSVALL_2007_P_7327	2007	3	ARTICLE	2	1
11258	ROTHENBE_2007_I_47	2007	3	ARTICLE	4	1
11259	ROTH_2007_P_53	2007	3	ARTICLE	2	1
11260	ROUCHIER_2007_A_97	2007	3	ARTICLE	3	0
11261	ROUTLEDG_2007_E_2575	2007	3	ARTICLE	1	3
11262	RUAN_2007_IEEE_643	2007	3	CHAPTER	2	1
11263	RUDDELL_2007_A_1357	2007	3	ARTICLE	2	1
11264	RUFFO_2007_APPLIED_1574	2007	3	CHAPTER	2	1
11265	RUIZ_2007_I_136	2007	3	ARTICLE	1	2
11266	RUTHERFO_2007_M_23	2007	3	ARTICLE	2	1
11267	RUTTEN_2007_T_1834	2007	3	ARTICLE	1	0
11268	RUWANPUR_2007_C_525	2007	3	ARTICLE	2	3
11269	RUYU_2007_E_29	2007	3	ARTICLE	2	1
11270	RUZZIER_2007_T_122	2007	3	ARTICLE	4	0
11271	RYALL_2007_M_566	2007	3	ARTICLE	1	0
11272	RYAN_2007_S_295	2007	3	ARTICLE	1	2
11273	SAAVEDRA_2007_P_672	2007	3	ARTICLE	2	1
11274	SADLER_2007_J_121	2007	3	ARTICLE	4	4
11275	SAETHER_2007_S_15	2007	3	ARTICLE	1	3
11276	SAGA_2007_L_151	2007	3	ARTICLE	3	1
11277	SAKAMOTO_2007_I_443	2007	3	ARTICLE	0	1
11278	SAKATA_2007_N_12	2007	3	ARTICLE	2	1
11279	SALAH_2007_J_66	2007	3	ARTICLE	1	-1
11280	SALES-PA_2007_P_15224	2007	3	ARTICLE	2	1
11281	SALWAY_2007_S_907	2007	3	ARTICLE	4	3
11282	SANDARS_2007_P_759	2007	3	ARTICLE	0	1
11283	SANDERS_2007_S_404	2007	3	ARTICLE	4	3
11284	SANKARAN_2007_M_774	2007	3	ARTICLE	1	4
11285	SANTOS-G_2007_J_1	2007	3	ARTICLE	1	3
11286	SANTOS_2007_ADVANCING_237	2007	3	CHAPTER	2	0
11287	SANTOS_2007_J_827	2007	3	ARTICLE	4	4
11288	SANTOS_2007_L_956	2007	3	ARTICLE	2	1
11289	SAPSED_2007_R_1314	2007	3	ARTICLE	1	0
11290	SARIBAY_2007_P_1714	2007	3	ARTICLE	1	3
11291	SARKAR_2007_I_288	2007	3	CHAPTER	1	1
11292	SASAHARA_2007_L_107	2007	3	ARTICLE	2	1
11293	SATO_2007_L_237	2007	3	ARTICLE	2	3
11294	SAUL_2007_B_2604	2007	3	ARTICLE	2	1
11295	SAUNDERS_2007_C_203	2007	3	ARTICLE	1	2
11296	SAUSA_2007_A_768	2007	3	ARTICLE	4	0
11297	SAVAGE_2007_S_885	2007	3	ARTICLE	1	3
11298	SAXENA_2007_T_347	2007	3	ARTICLE	1	3
11299	SCARLAT_2007_PROCEEDINGS_863	2007	3	CHAPTER	0	0
11300	SCHENK_2007_J_894	2007	3	ARTICLE	2	2
11301	SCHERER_2007_A_1096	2007	3	ARTICLE	1	0
11302	SCHIAVON_2007_NEW_205	2007	3	CHAPTER	1	0
11303	SCHIFFEL_2007_A_271	2007	3	ARTICLE	1	0
11304	SCHILLIN_2007_M_1113	2007	3	ARTICLE	1	0
11305	SCHMIDT_2007_J_168	2007	3	ARTICLE	2	1
11306	SCHNEGG_2007_I_2399	2007	3	ARTICLE	2	1
11307	SCHNEGG_2007_J_5	2007	3	ARTICLE	2	3
11308	SCHNEIDE_2007_J_697	2007	3	ARTICLE	4	4
11309	SCHNEIDE_2007_POL_159	2007	3	CHAPTER	4	3
11310	SCHOLZ_2007_N_10.1088/1367-2630/9/6/185	2007	3	ARTICLE	2	3
11311	SCHOMERU_2007_S_617	2007	3	ARTICLE	4	4
11312	SCHOR_2007_J_517	2007	3	ARTICLE	4	0
11313	SCHOSSER_2007_EC'07_124	2007	3	CHAPTER	2	1
11314	SCHROEDE_2007_C_191	2007	3	ARTICLE	4	2
11315	SCHULTZ_2007_E_140	2007	3	ARTICLE	1	2
11316	SCHULZE_2007_S_229	2007	3	ARTICLE	1	0
11317	SCHUMM_2007_BIO_191	2007	3	CHAPTER	2	1
11318	SCHUTT_2007_CC2007_91	2007	3	CHAPTER	0	1
11319	SCHWAMML_2007_P_10.1103/PhysRevE.75.066108	2007	3	ARTICLE	2	1
11320	SCHWANEN_2007_GEOGR_9	2007	3	CHAPTER	1	3
11321	SCHWEICK_2007_P_270	2007	3	ARTICLE	2	1
11322	SCIVOS_2007_L_1	2007	3	ARTICLE	2	1
11323	SCOTT_2007_G_655	2007	3	ARTICLE	1	3
11324	SCRIBNER_2007_J_934	2007	3	ARTICLE	4	4
11325	SEDMIDUB_2007_L_278	2007	3	ARTICLE	3	1
11326	SEGERSTR_2007_J_772	2007	3	ARTICLE	4	4
11327	SEMAAN_2007_S_2324	2007	3	ARTICLE	4	4
11328	SEMENZA_2007_J_8	2007	3	ARTICLE	4	4
11329	SEMPLE_2007_J_353	2007	3	CHAPTER	4	4
11330	SENA_2007_S_280	2007	3	ARTICLE	4	1
11331	SENTSE_2007_J_1009	2007	3	ARTICLE	4	4
11332	SEN_2007_J_10.1088/1742-5468/2007/04/P04007	2007	3	CHAPTER	2	1
11333	SERNEELS_2007_R_170	2007	3	ARTICLE	2	2
11334	SEURING_2007_J_699	2007	3	ARTICLE	1	3
11335	SHAIKH_2007_L_570	2007	3	ARTICLE	3	2
11336	SHAMI_2007_GROUP'07_379	2007	3	CHAPTER	3	0
11337	SHARMA_2007_L_510	2007	3	ARTICLE	3	1
11338	SHAUKAT_2007_L_46	2007	3	ARTICLE	2	1
11339	SHAVITT_2007_N_10.1088/1367-2630/9/8/266	2007	3	ARTICLE	2	1
11340	SHAW_2007_A_1626	2007	3	ARTICLE	4	1
11341	SHEHAN_2007_CONFERENCE_547	2007	3	CHAPTER	2	3
11342	SHEN_2007_PROC_171	2007	3	CHAPTER	3	1
11343	SHEN_2007_S_694	2007	3	ARTICLE	2	1
11344	SHEVADE_2007_IEEE_835	2007	3	CHAPTER	1	0
11345	SHEVADE_2007_PROCEEDINGS_127	2007	3	CHAPTER	0	0
11346	SHINODA_2007_A_105	2007	3	ARTICLE	2	1
11347	SHIN_2007_I_165	2007	3	ARTICLE	1	0
11348	SHI_2007_P_33	2007	3	ARTICLE	2	1
11349	SHON_2007_U_2231	2007	3	ARTICLE	4	3
11350	SHRIMALI_2007_IEEE_330	2007	3	CHAPTER	0	2
11351	SHUBIN_2007_E_591	2007	3	ARTICLE	1	3
11352	SIBAI_2007_S_64	2007	3	ARTICLE	4	4
11353	SILK_2007_P_539	2007	3	ARTICLE	4	1
11354	SILK_2007_S_1347	2007	3	ARTICLE	4	1
11355	SIMS-GOU_2007_C_27	2007	3	ARTICLE	4	4
11356	SINDBAEK_2007_A_119	2007	3	ARTICLE	1	1
11357	SINGH_2007_E_75	2007	3	ARTICLE	2	1
11358	SINGH_2007_GRC_770	2007	3	CHAPTER	3	1
11359	SINGH_2007_IEEE_672	2007	3	CHAPTER	3	1
11360	SINIBALD_2007_HOMME_41	2007	3	CHAPTER	3	3
11361	SITES_2007_E_2632	2007	3	ARTICLE	4	3
11362	SIVARAM_2007_J_563	2007	3	ARTICLE	4	1
11363	SKVORETZ_2007_Q_341	2007	3	ARTICLE	2	2
11364	SKVORTSO_2007_MODSIM_657	2007	3	CHAPTER	2	1
11365	SLIGO_2007_J_170	2007	3	ARTICLE	0	3
11366	SMALL_2007_S_320	2007	3	ARTICLE	4	3
11367	SMITH_2007_C_28	2007	3	ARTICLE	2	3
11368	SMITH_2007_C_462	2007	3	ARTICLE	0	3
11369	SMITH_2007_J_387	2007	3	ARTICLE	2	0
11370	SMITH_2007_PROCEEDINGS_393	2007	3	CHAPTER	1	1
11371	SMYTH_2007_C_42	2007	3	ARTICLE	2	1
11372	SONG_2007_E_589	2007	3	ARTICLE	3	0
11373	SONG_2007_IEEE_3814	2007	3	CHAPTER	3	1
11374	SONNENWA_2007_A_643	2007	3	ARTICLE	3	1
11375	SONNINO_2007_A_61	2007	3	ARTICLE	1	3
11376	SORENSEN_2007_A_1216	2007	3	ARTICLE	4	4
11377	SOSA_2007_J_1118	2007	3	ARTICLE	3	0
11378	SOSHNIKO_2007_L_305	2007	3	ARTICLE	2	-1
11379	SPALDING_2007_L_85	2007	3	ARTICLE	1	0
11380	SPITZER_2007_N_185	2007	3	ARTICLE	4	3
11381	SRINIVAS_2007_J_723	2007	3	ARTICLE	0	3
11382	STABER_2007_I_505	2007	3	ARTICLE	1	0
11383	STAMOU_2007_L_845	2007	3	ARTICLE	0	-1
11384	STAM_2007_E_27	2007	3	ARTICLE	1	0
11385	STAUFFER_2007_E_147	2007	3	ARTICLE	2	1
11386	STEFANON_2007_J	2007	3	BOOK	4	3
11387	STEINBER_2007_D_1531	2007	3	ARTICLE	4	2
11388	STEMPEL_2007_J_353	2007	3	ARTICLE	4	4
11389	STENLUND_2007_S_516	2007	3	ARTICLE	4	4
11390	STILLER_2007_S_93	2007	3	ARTICLE	4	3
11391	STOIBER_2007_P_485	2007	3	ARTICLE	3	0
11392	STOICA-K_2007_C_41	2007	3	ARTICLE	2	3
11393	STOLOW_2007_M_314	2007	3	ARTICLE	1	3
11394	STRAHILE_2007_Y_1472	2007	3	ARTICLE	1	0
11395	STREET_2007_J	2007	3	BOOK	4	4
11396	STREET_2007_J_239	2007	3	ARTICLE	1	0
11397	STROUD_2007_JASSS	2007	3	BOOK	2	1
11398	STRYKER_2007_J_1083	2007	3	ARTICLE	1	3
11399	STUART_2007_R_477	2007	3	ARTICLE	1	0
11400	STUART_2007_S_211	2007	3	ARTICLE	1	0
11401	STUDER_2007_I_161	2007	3	ARTICLE	3	0
11402	SUH_2007_PACIFIC	2007	3	BOOK	1	0
11403	SUMMERS-_2007_P_433	2007	3	ARTICLE	1	3
11404	SUNDARAR_2007_BE	2007	3	BOOK	2	4
11405	SUNDARES_2007_O_140	2007	3	ARTICLE	3	1
11406	SUN_2007_ICNC_487	2007	3	CHAPTER	2	1
11407	SUN_2007_KDD_687	2007	3	CHAPTER	0	1
11408	SUN_2007_PROCEEDINGS_366	2007	3	CHAPTER	2	1
11409	SUN_2007_SIXTH_2987	2007	3	CHAPTER	1	0
11410	SUTO_2007_J_141	2007	3	ARTICLE	0	4
11411	SU_2007_J_301	2007	3	ARTICLE	1	0
11412	SZABO_2007_P_97	2007	3	ARTICLE	2	3
11413	SZOLNOKI_2007_E_10.1209/0295-5075/77/30004	2007	3	ARTICLE	2	3
11414	TAATILA_2007_PROCEEDINGS_965	2007	3	CHAPTER	1	0
11415	TAHIR-GU_2007_M_724	2007	3	ARTICLE	2	3
11416	TAKACS_2007_P_76	2007	3	ARTICLE	2	0
11417	TAMBURLI_2007_N_1866	2007	3	ARTICLE	4	1
11418	TANG_2007_CONFERENCE_951	2007	3	CHAPTER	0	1
11419	TANIS_2007_P_234	2007	3	ARTICLE	0	1
11420	TANTIPAT_2007_KDD_717	2007	3	CHAPTER	2	1
11421	TATARAM_2007_J_1779	2007	3	ARTICLE	2	-1
11422	TAYLOR_2007_N_469	2007	3	ARTICLE	2	3
11423	TAYYAR_2007_CAADRIA_683	2007	3	CHAPTER	1	3
11424	TENG_2007_APPLIED_957	2007	3	CHAPTER	3	1
11425	TESFATSI_2007_J_333	2007	3	ARTICLE	2	3
11426	THEODORE_2007_J_269	2007	3	ARTICLE	1	3
11427	THERBORN_2007_NEW_63	2007	3	CHAPTER	4	3
11428	THIEL_2007_B_227	2007	3	ARTICLE	1	3
11429	THOMPSON_2007_MOBICOM'07_334	2007	3	CHAPTER	0	-1
11430	THORNE_2007_H_119	2007	3	ARTICLE	0	3
11431	THORUP_2007_J_396	2007	3	ARTICLE	4	4
11432	TILLY_2007_S_3	2007	3	ARTICLE	1	3
11433	TIMONEN_2007_PROCEEDINGS_421	2007	3	CHAPTER	1	0
11434	TINDALL_2007_S_160	2007	3	ARTICLE	1	0
11435	TOBIN_2007_D_63	2007	3	ARTICLE	4	1
11436	TODOROVA_2007_A_774	2007	3	ARTICLE	1	0
11437	TOIKKA_2007_L_337	2007	3	ARTICLE	1	3
11438	TOIVONEN_2007_P_10.1117/12.725557	2007	3	ARTICLE	2	1
11439	TOKA_2007_L_150	2007	3	ARTICLE	0	1
11440	TOMASSIN_2007_G_97	2007	3	ARTICLE	2	1
11441	TOMASSIN_2007_I_1173	2007	3	ARTICLE	2	3
11442	TOMASSIN_2007_P_750	2007	3	ARTICLE	2	1
11443	TONG_2007_E_345	2007	3	ARTICLE	3	0
11444	TONG_2007_KDD_737	2007	3	CHAPTER	2	1
11445	TORAL_2007_C_177	2007	3	ARTICLE	2	1
11446	TORKELSS_2007_R_583	2007	3	ARTICLE	1	3
11447	TOROCZKA_2007_P_68	2007	3	ARTICLE	2	1
11448	TORRANCE_2007_G_671	2007	3	ARTICLE	1	3
11449	TRACY_2007_J_81	2007	3	ARTICLE	4	4
11450	TRAPMAN_2007_T_160	2007	3	ARTICLE	2	1
11451	TRAUGER_2007_T_9	2007	3	ARTICLE	2	3
11452	TREASE_2007_IASTED_305	2007	3	CHAPTER	2	-1
11453	TRINITAP_2007_S_451	2007	3	ARTICLE	4	4
11454	TSAI_2007_ISMOT'07_452	2007	3	CHAPTER	4	0
11455	TSENG_2007_L_833	2007	3	ARTICLE	0	1
11456	TSOUKALA_2007_C_39	2007	3	ARTICLE	1	3
11457	TSUKASHI_2007_E_845	2007	3	ARTICLE	1	3
11458	TURNER_2007_P_407	2007	3	ARTICLE	1	3
11459	TUTZAUER_2007_S_249	2007	3	ARTICLE	3	2
11460	UCHIDA_2007_S_139	2007	3	ARTICLE	1	3
11461	UCHYIGIT_2007_ICEIS_223	2007	3	CHAPTER	0	1
11462	URAS_2007_L_261	2007	3	ARTICLE	3	0
11463	UZZI_2007_E_77	2007	3	ARTICLE	1	0
11464	VAG_2007_J_904	2007	3	ARTICLE	3	1
11465	VAINSTEI_2007_J_722	2007	3	ARTICLE	1	3
11466	VALA_2007_M_79	2007	3	ARTICLE	1	0
11467	VALDIVIA_2007_A_41	2007	3	ARTICLE	1	3
11468	VALEAU_2007_P_7	2007	3	ARTICLE	4	3
11469	VALENTE_2007_A_1804	2007	3	ARTICLE	4	2
11470	VALENTE_2007_A_880	2007	3	ARTICLE	4	0
11471	VALENTE_2007_H_881	2007	3	ARTICLE	4	1
11472	VALKENBU_2007_D_267	2007	3	ARTICLE	4	1
11473	VALVERDE_2007_L_744	2007	3	ARTICLE	1	3
11474	VALVERDE_2007_P_10.1103/PhysRevE.76.046118	2007	3	ARTICLE	2	1
11475	VANDERVE_2007_A_1662	2007	3	ARTICLE	3	3
11476	VANDER_2007_W_177	2007	3	ARTICLE	2	3
11477	VAN_2007_A_191	2007	3	ARTICLE	3	4
11478	VAN_2007_I_713	2007	3	ARTICLE	3	4
11479	VAN_2007_J	2007	3	BOOK	4	0
11480	VAN_2007_M_400	2007	3	ARTICLE	1	0
11481	VAN_2007_PROCEEDINGS_9	2007	3	CHAPTER	1	0
11482	VAN_2007_W_55	2007	3	ARTICLE	2	1
11483	VAZQUEZ_2007_P_10.1103/PhysRevLett.98.158702	2007	3	ARTICLE	2	1
11484	VAZQUEZ_2007_R_261	2007	3	ARTICLE	1	1
11485	VEENSTRA_2007_C_1843	2007	3	ARTICLE	4	4
11486	VENKATAR_2007_J_952	2007	3	ARTICLE	4	0
11487	VENTURIN_2007_A_879	2007	3	ARTICLE	1	3
11488	VERHELST_2007_J	2007	3	BOOK	3	2
11489	VERSCHIK_2007_L_213	2007	3	ARTICLE	2	-1
11490	VIDGEN_2007_E_5	2007	3	ARTICLE	3	0
11491	VIERMETZ_2007_PROCEEDINGS_95	2007	3	CHAPTER	3	1
11492	VIG_2007_J_1274	2007	3	ARTICLE	4	4
11493	VIKAT_2007_D_389	2007	3	ARTICLE	4	4
11494	VILADRIC_2007_C_307	2007	3	ARTICLE	1	3
11495	VILLASEN_2007_S_323	2007	3	ARTICLE	3	1
11496	VINCIARE_2007_IEEE_779	2007	3	CHAPTER	3	2
11497	VINCIARE_2007_I_1215	2007	3	ARTICLE	3	2
11498	VIRUELL-_2007_S_1524	2007	3	ARTICLE	4	4
11499	VISWANAT_2007_J_10.1016/j.jneb.2006.07.008	2007	3	ARTICLE	4	4
11500	VIVACQUA_2007_INT_582	2007	3	CHAPTER	0	1
11501	VIVACQUA_2007_L_271	2007	3	ARTICLE	1	1
11502	VLASSOPO_2007_M_11	2007	3	ARTICLE	1	3
11503	VOILS_2007_I_1110	2007	3	ARTICLE	4	4
11504	VOLKER_2007_E_99	2007	3	ARTICLE	1	3
11505	VOLKER_2007_U_256	2007	3	ARTICLE	1	3
11506	VOLKOFF_2007_O_832	2007	3	ARTICLE	1	0
11507	VOLK_2007_K_1070	2007	3	ARTICLE	1	3
11508	VOLLMER_2007_A_577	2007	3	ARTICLE	1	3
11509	VOLZ_2007_P_2925	2007	3	ARTICLE	2	1
11510	VON_2007_S_395	2007	3	ARTICLE	2	1
11511	VOS_2007_J_2648	2007	3	ARTICLE	1	0
11512	VUOKKO_2007_I_331	2007	3	ARTICLE	1	3
11513	WADA_2007_IEEE_1250	2007	3	CHAPTER	3	4
11514	WAGNER-L_2007_PROCEEDINGS_1093	2007	3	CHAPTER	1	0
11515	WAINWRIG_2007_A_554	2007	3	ARTICLE	4	4
11516	WAITE_2007_ICEG_307	2007	3	CHAPTER	0	3
11517	WAIZUMI_2007_IEEE_1404	2007	3	CHAPTER	0	2
11518	WAKEFIEL_2007_C_428	2007	3	ARTICLE	1	3
11519	WALKER_2007_S_1154	2007	3	ARTICLE	1	4
11520	WALSH_2007_A_684	2007	3	ARTICLE	4	1
11521	WALTER_2007_J_698	2007	3	ARTICLE	1	0
11522	WALTHER_2007_C_2538	2007	3	ARTICLE	4	1
11523	WANG_2007_ELE_312	2007	3	CHAPTER	0	1
11524	WANG_2007_IEEE_322	2007	3	CHAPTER	3	1
11525	WANG_2007_IEEE_699	2007	3	CHAPTER	3	3
11526	WANG_2007_INTERNATIONAL_70	2007	3	CHAPTER	2	2
11527	WANG_2007_I_1021	2007	3	ARTICLE	2	2
11528	WANG_2007_I_17	2007	3	ARTICLE	0	0
11529	WANG_2007_I_3717	2007	3	CHAPTER	3	1
11530	WANG_2007_I_4213	2007	3	CHAPTER	1	0
11531	WANG_2007_I_5923	2007	3	CHAPTER	1	0
11532	WANG_2007_L_119	2007	3	ARTICLE	2	1
11533	WANG_2007_L_249	2007	3	ARTICLE	2	1
11534	WANG_2007_PROCEEDINGS_553	2007	3	CHAPTER	2	3
11535	WANG_2007_P_1011	2007	3	ARTICLE	2	1
11536	WANG_2007_P_322	2007	3	ARTICLE	3	-1
11537	WARD_2007_S_10.1136/sti.2006.023598	2007	3	ARTICLE	4	1
11538	WARNER_2007_M_193	2007	3	ARTICLE	4	4
11539	WARREN_2007_L_158	2007	3	ARTICLE	2	1
11540	WASSERMA_2007_L_45	2007	3	ARTICLE	2	2
11541	WATTS_2007_J_441	2007	3	ARTICLE	1	0
11542	WATTS_2007_N_489	2007	3	ARTICLE	1	1
11543	WAXELL_2007_E_137	2007	3	ARTICLE	1	0
11544	WEARE_2007_S_222	2007	3	ARTICLE	3	3
11545	WEAVER_2007_L_579	2007	3	ARTICLE	0	1
11546	WEBBER_2007_S_481	2007	3	ARTICLE	4	4
11547	WEBB_2007_SOCIOL	2007	3	BOOK	1	3
11548	WEBSTER_2007_A_253	2007	3	ARTICLE	4	1
11549	WEBSTER_2007_L_278	2007	3	ARTICLE	0	1
11550	WEBSTER_2007_RECSYS_173	2007	3	CHAPTER	0	1
11551	WEGENER_2007_IEEE_1947	2007	3	CHAPTER	2	1
11552	WEI_2007_ALPIT_218	2007	3	CHAPTER	2	1
11553	WEI_2007_SIXTH_3176	2007	3	CHAPTER	2	4
11554	WEI_2007_SIXTH_3184	2007	3	CHAPTER	1	0
11555	WELCH_2007_S_23	2007	3	ARTICLE	4	3
11556	WELLMAN_2007_S_349	2007	3	ARTICLE	1	3
11557	WEN-PING_2007_PROCEEDINGS_1067	2007	3	CHAPTER	2	3
11558	WENGER_2007_J_1419	2007	3	ARTICLE	4	4
11559	WENG_2007_IEEE_1403	2007	3	CHAPTER	3	0
11560	WENZLHUE_2007_J_345	2007	3	ARTICLE	1	3
11561	WESTBROO_2007_J_746	2007	3	ARTICLE	3	0
11562	WESTERMA_2007_I_19	2007	3	ARTICLE	2	-1
11563	WEST_2007_A_275	2007	3	ARTICLE	4	1
11564	WHELAN_2007_INFORMATION_241	2007	3	CHAPTER	1	0
11565	WHELAN_2007_I_353	2007	3	ARTICLE	1	0
11566	WHELAN_2007_J_5	2007	3	ARTICLE	1	0
11567	WHELAN_2007_PROCEEDINGS_1100	2007	3	CHAPTER	1	0
11568	WHITE_2007_A_88	2007	3	ARTICLE	0	3
11569	WHITE_2007_T_181	2007	3	ARTICLE	1	0
11570	WIERZBIC_2007_E_610	2007	3	ARTICLE	1	0
11571	WIEST_2007_M_137	2007	3	ARTICLE	1	0
11572	WILLER_2007_J_101	2007	3	ARTICLE	3	0
11573	WILLIAMS_2007_A_10.1016/j.amepre.2007.02.006	2007	3	ARTICLE	4	4
11574	WILLIAMS_2007_PROCEEDINGS_441	2007	3	CHAPTER	1	3
11575	WILSON_2007_A_234	2007	3	ARTICLE	4	4
11576	WILSON_2007_A_435	2007	3	ARTICLE	1	0
11577	WINDLEY_2007_DIM'07_72	2007	3	CHAPTER	0	1
11578	WINNINGH_2007_A_716	2007	3	ARTICLE	4	4
11579	WOERNDL_2007_PROCEEDING_123	2007	3	CHAPTER	0	1
11580	WOJCIECH_2007_L_398	2007	3	ARTICLE	0	3
11581	WOLFE_2007_I_246	2007	3	ARTICLE	1	1
11582	WOLF_2007_A_1293	2007	3	ARTICLE	3	1
11583	WOLOSZYN_2007_E_331	2007	3	ARTICLE	2	1
11584	WONG_2007_C_257	2007	3	ARTICLE	1	0
11585	WONG_2007_E_43	2007	3	ARTICLE	4	4
11586	WOODWARD_2007_S_221	2007	3	ARTICLE	4	4
11587	WREN_2007_J_391	2007	3	ARTICLE	1	3
11588	WREN_2007_L_85	2007	3	ARTICLE	2	1
11589	WRIGHT_2007_A_64	2007	3	ARTICLE	1	0
11590	WUCHTY_2007_S_1036	2007	3	ARTICLE	1	0
11591	WU_2007_IEEE_2933	2007	3	CHAPTER	2	-1
11592	WU_2007_L_340	2007	3	ARTICLE	0	1
11593	WU_2007_PACIFIC	2007	3	BOOK	3	0
11594	WU_2007_PROCEEDINGS_119	2007	3	CHAPTER	2	1
11595	WU_2007_P_17599	2007	3	ARTICLE	0	1
11596	WU_2007_P_672	2007	3	ARTICLE	2	3
11597	WU_2007_SIXTH_946	2007	3	CHAPTER	4	1
11598	WYATT_2007_INT_213	2007	3	CHAPTER	2	1
11599	WYCKHUYS_2007_I_35	2007	3	ARTICLE	3	3
11600	WYLIE_2007_H_617	2007	3	ARTICLE	3	1
11601	XEVI_2007_MODSIM_149	2007	3	CHAPTER	2	-1
11602	XIAO_2007_A_1	2007	3	ARTICLE	1	0
11603	XIAO_2007_INTERNATIONAL_1042	2007	3	CHAPTER	2	1
11604	XIAO_2007_ISMOT'07_1199	2007	3	CHAPTER	1	0
11605	XU_2007_GLOBALIZATION_1875	2007	3	CHAPTER	1	0
11606	XU_2007_KDD_824	2007	3	CHAPTER	2	1
11607	XU_2007_P_125	2007	3	ARTICLE	2	1
11608	XU_2007_P_738	2007	3	ARTICLE	2	1
11609	YANG_2007_E_84	2007	3	ARTICLE	0	0
11610	YANG_2007_FIFTH_520	2007	3	CHAPTER	0	2
11611	YANG_2007_IEEE_130	2007	3	CHAPTER	4	1
11612	YANG_2007_IITA_55	2007	3	CHAPTER	2	0
11613	YANG_2007_IN_209	2007	3	CHAPTER	3	1
11614	YANG_2007_I_1333	2007	3	ARTICLE	2	1
11615	YANG_2007_I_435	2007	3	ARTICLE	3	0
11616	YANG_2007_L_21	2007	3	ARTICLE	3	1
11617	YANG_2007_L_267	2007	3	ARTICLE	2	1
11618	YANG_2007_L_943	2007	3	ARTICLE	2	1
11619	YANG_2007_PROCEEDINGS_1925	2007	3	CHAPTER	1	-1
11620	YAN_2007_IEEE_1100	2007	3	CHAPTER	2	1
11621	YAN_2007_IEEE_1207	2007	3	CHAPTER	0	1
11622	YASUI_2007_ICEIS_14	2007	3	CHAPTER	2	1
11623	YBARRA_2007_A_138	2007	3	ARTICLE	4	4
11624	YEUNG_2007_A_45	2007	3	ARTICLE	4	4
11625	YE_2007_C_449	2007	3	ARTICLE	2	2
11626	YE_2007_I_810	2007	3	CHAPTER	3	1
11627	YIP_2007_S_35	2007	3	ARTICLE	4	4
11628	YIU_2007_J_1551	2007	3	ARTICLE	1	0
11629	YI_2007_RESEARCH_1137	2007	3	CHAPTER	2	-1
11630	YONEKI_2007_ACM_225	2007	3	CHAPTER	2	1
11631	YOSHIDA_2007_IEEE_493	2007	3	CHAPTER	2	1
11632	YOUNG_2007_L_138	2007	3	ARTICLE	2	1
11633	YU_2007_PROCEEDING_129	2007	3	CHAPTER	1	0
11634	ZAKHAROV_2007_P_10.1117/12.726738	2007	3	ARTICLE	2	1
11635	ZAKHAROV_2007_P_550	2007	3	ARTICLE	2	1
11636	ZHANG_2007_C_302	2007	3	ARTICLE	0	1
11637	ZHANG_2007_ENTREPRENEURIAL_3	2007	3	CHAPTER	1	0
11638	ZHANG_2007_ENTREPRENEURIAL_756	2007	3	CHAPTER	1	0
11639	ZHANG_2007_IEEE_1875	2007	3	CHAPTER	2	1
11640	ZHANG_2007_ISMOT'07_915	2007	3	CHAPTER	3	1
11641	ZHANG_2007_I_1134	2007	3	ARTICLE	0	1
11642	ZHANG_2007_I_611	2007	3	ARTICLE	2	1
11643	ZHANG_2007_L_1066	2007	3	ARTICLE	4	1
11644	ZHANG_2007_L_491	2007	3	ARTICLE	0	1
11645	ZHANG_2007_P_10.1103/PhysRevLett.99.154301	2007	3	ARTICLE	2	1
11646	ZHANG_2007_P_10.1117/12.748542	2007	3	ARTICLE	2	1
11647	ZHANG_2007_P_483	2007	3	ARTICLE	2	1
11648	ZHANG_2007_UIST_111	2007	3	CHAPTER	0	1
11649	ZHAO_2007_J_247	2007	3	ARTICLE	2	0
11650	ZHENG_2007_GLOBALIZATION_2068	2007	3	CHAPTER	2	0
11651	ZHOU_2007_IEEE_739	2007	3	CHAPTER	0	1
11652	ZHOU_2007_IEEE_745	2007	3	CHAPTER	2	1
11653	ZHOU_2007_I_460	2007	3	ARTICLE	2	1
